id,name,display_name,active,brand_id,brand_name,strain_id,strain_name,product_type_id,product_type_name,product_family_id,product_family_name,flower_type,concentrate_type,description,instructions,ingredients,allergens,solvent,servings,pack_size,weight,weight_unit,cost,min_reorder_qty,test_result_unit,thc,cbd,thc_per_serving,cbd_per_serving,sku_reference,quantity_on_hand,image_url,source
,Point Break - Preroll 1g (2pk) [Phat Panda],Point Break - Preroll 1g (2pk) [Phat Panda],true,,phat panda,,Point Break,,Preroll,,,,,"2 x 0.5g bubble hash infused Panda prerolls. Tropicana Cookies x Trophy Wife (Flavors: Citrus, Pine, Sour, Woody & Vanilla), (Effects: Creative, Euphoria & Drowsy)",,,,,,2,1,grams,,,,,,,,,,,
,Rainbow Belts - Preroll 1g (2pk) [Phat Panda],Rainbow Belts - Preroll 1g (2pk) [Phat Panda],true,,phat panda,,Rainbow Belts,,Preroll,,,,,"2 x 0.5g bubble hash infused Panda prerolls. Zkittlez x Moonbow (Flavors: Berry, Lemon & Sweet), (Effects: Sociable, Uplifting & Creative)",,,,,,2,1,grams,,,,,,,,,,,
,Raspberry Burger - Preroll 1g (2pk) [Phat Panda],Raspberry Burger - Preroll 1g (2pk) [Phat Panda],true,,phat panda,,Raspberry Burger,,Preroll,,,,,"2 x 0.5g bubble hash infused Panda prerolls. Donny Burger x Raspberry Kush (Flavors: Berry, Peppery & Sweet), (Effects: Creative, Hunger & Relaxing)",,,,,,2,1,grams,,,,,,,,,,,
,Red Velet Cake - Preroll 1g (2pk) [Phat Panda],Red Velet Cake - Preroll 1g (2pk) [Phat Panda],true,,phat panda,,Red Velet Cake,,Preroll,,,,,"2 x 05g bubble hash infused Panda prerolls. Cherry Cookies x Wedding Cake (Flavors: Cherry, Creamy, Herbal & Sour) - (Effects: Aroused, Uplifting, & Tingly)",,,,,,2,1,grams,,,,,,,,,,,
,Redneck Mintz - Preroll 1g (2pk) [Phat Panda],Redneck Mintz - Preroll 1g (2pk) [Phat Panda],true,,phat panda,,Redneck Mintz,,Preroll,,,,,"2 x 0.5g bubble hash infused Panda prerolls. Kush Mintz x Redneck Wedding (Flavors: Pine, Woody, & Earthy) - (Effects: Creative, Calming, & Zen)",,,,,,2,1,grams,,,,,,,,,,,
,Rendeck Wedding - Preroll 1g (2pk) [Phat Panda],Rendeck Wedding - Preroll 1g (2pk) [Phat Panda],true,,phat panda,,Rendeck Wedding,,Preroll,,,,,"2 x 0.5g bubble hash infused Panda prerolls. Wedding Cake x Gelato #33 (Flavors: Cheesy, Creamy, Nutty & Sweet) - (Effects: Hungry, Drowsy, & Uplifting)",,,,,,2,1,grams,,,,,,,,,,,
,Strawberries & Cream - Preroll 1g (2pk) [Phat Panda],Strawberries & Cream - Preroll 1g (2pk) [Phat Panda],true,,phat panda,,Strawberries & Cream,,Preroll,,,,,"2 x 0.5g bubble hash infused Panda prerolls. Strawberry Cough x Cookies & Cream - (Flavors: Berry, Sweet & Spicy), (Effects: Euphoria, Hungry & Uplifting)",,,,,,2,1,grams,,,,,,,,,,,
,Strawberry Banana Cake - Preroll 1g (2pk) [Phat Panda],Strawberry Banana Cake - Preroll 1g (2pk) [Phat Panda],true,,phat panda,,Strawberry Banana Cake,,Preroll,,,,,"2 x 0.5g bubble hash infused Panda prerolls. Strawberry Banana x Trophy Wife (Flavors: Berry, Sweet & Tropical), (Effects: Euphoria, Drowsy & Relaxing)",,,,,,2,1,grams,,,,,,,,,,,
,Triangle Kush - Preroll 1g (2pk) [Phat Panda],Triangle Kush - Preroll 1g (2pk) [Phat Panda],true,,phat panda,,Triangle Kush,,Preroll,,,,,"2 x 0.5g bubble hash infused Panda prerolls. Emerald Triangle x Hindu Kush (Flavors: Citrus, Spicy & Woody), (Effects: Relaxing, Drowsy & Body High)",,,,,,2,1,grams,,,,,,,,,,,
,Trophy Wife - Preroll 1g (2pk) [Phat Panda],Trophy Wife - Preroll 1g (2pk) [Phat Panda],true,,phat panda,,Trophy Wife,,Preroll,,,,,"2 x 0.5g bubble hash infused Panda prerolls. Wedding Cake F2 #3 (Flavors: Earthy, Gas, & Sweet) - (Effects - Sedating, Uplifting, & Relaxed)",,,,,,2,1,grams,,,,,,,,,,,
,Truffle Shuffle - Preroll 1g (2pk) [Phat Panda],Truffle Shuffle - Preroll 1g (2pk) [Phat Panda],true,,phat panda,,Truffle Shuffle,,Preroll,,,,,"2 x 0.5g bubble hash infused Panda prerolls. Dosidos x Trophy Wife (Flavors: Peppery, Tropical & Earthy), (Effects: Creative, Relaxed, & Giggly)",,,,,,2,1,grams,,,,,,,,,,,
,Unicorn Cake - Preroll 1g (2pk) [Phat Panda],Unicorn Cake - Preroll 1g (2pk) [Phat Panda],true,,phat panda,,Unicorn Cake,,Preroll,,,,,"2 x 0.5g bubble hash infused Panda prerolls. Wedding Cake x Lava Cake (Flavors: Sweet, Vanilla & Earthy), (Effects: Creative, Uplifted & Euphoria)",,,,,,2,1,grams,,,,,,,,,,,
,Wedding Cake - Preroll 1g (2pk) [Phat Panda],Wedding Cake - Preroll 1g (2pk) [Phat Panda],true,,phat panda,,Wedding Cake,,Preroll,,,,,"2 x 0.5g bubble hash infused Panda prerolls. Triangle Kush x Animal Mints (Flavors: Creamy, Earthy & Sweet), (Effects: Creative, Euphoria, & Relaxing)",,,,,,2,1,grams,,,,,,,,,,,
,Animal Fruit Punch - Preroll 1g (2pk) [Phat Panda],Animal Fruit Punch - Preroll 1g (2pk) [Phat Panda],true,,phat panda,,Animal Fruit Punch,,Preroll,,,,,"2 x 0.5g Kief dusted/Panda Pen Oil Infused flower prerolls. Animal Punch x Fruit Punch Botanical Tepene Oil (Flavors: Tropical, Sweet & Earthy), (Effects: Euphoria, Relaxing & Mellow)",,,,,,2,1,grams,,,,,,,,,,,
,Area 509 Blueberry - Preroll 1g (2pk) [Phat Panda],Area 509 Blueberry - Preroll 1g (2pk) [Phat Panda],true,,phat panda,,Area 509 Blueberry,,Preroll,,,,,"2 x 0.5g Kief dusted/Panda Pen Oil Infused flower prerolls. MAC x Weird Science x Blueberry Botanical Terpene Oil.  (Flavors: Blueberry, Pine, & Sweet), (Effects: Euphoria, Uplifting, & Relaxed)",,,,,,2,1,grams,,,,,,,,,,,
,Baja Blasted - Preroll 1g (2pk) [Phat Panda],Baja Blasted - Preroll 1g (2pk) [Phat Panda],true,,phat panda,,Baja Blasted,,Preroll,,,,,"2 x 0.5g Kief dusted/Panda Pen Oil Infused flower prerolls. Baja Blast Botanical Terpene In-riched (Flavors: Citrus, Berry & Soda), (Effects: Uplifting & Happy)",,,,,,2,1,grams,,,,,,,,,,,
,Berry Gelato - Preroll 1g (2pk) [Phat Panda],Berry Gelato - Preroll 1g (2pk) [Phat Panda],true,,phat panda,,Berry Gelato,,Preroll,,,,,"2 x 0.5g Kief dusted/Panda Pen Oil Infused flower prerolls. Blueberry x Thin Mint Cookies. (Flavors: Wild Berries & Sweet Cream), (Effects: Uplifting & Relaxing)",,,,,,2,1,grams,,,,,,,,,,,
,Berry White - Preroll 1g (2pk) [Phat Panda],Berry White - Preroll 1g (2pk) [Phat Panda],true,,phat panda,,Berry White,,Preroll,,,,,"2 x 0.5g Kief dusted/Panda Pen Oil Infused flower prerolls. Blueberry x White Widow. (Flavors: Pine, Sweet & Nutty), (Effects: Creative, Happy & Mellow)",,,,,,2,1,grams,,,,,,,,,,,
,Biscotti - Preroll 1g (2pk) [Phat Panda],Biscotti - Preroll 1g (2pk) [Phat Panda],true,,phat panda,,Biscotti,,Preroll,,,,,"2 x 0.5g Kief dusted/Panda Pen Oil Infused flower prerolls. GSC x Gelato #25 x South Florida OG (Sweet, Earthy & Baked Goods), (Effects: Creative & Relaxed)",,,,,,2,1,grams,,,,,,,,,,,
,Blackberry - Preroll 1g (2pk) [Phat Panda],Blackberry - Preroll 1g (2pk) [Phat Panda],true,,phat panda,,Blackberry,,Preroll,,,,,"2 x 0.5g Kief dusted/Panda Pen Oil Infused flower prerolls. Black Domina x Raspberry Cough. (Flavors: Fruity, Hash & Creamy), (Effects: Aroused, Relaxing & Hungry)",,,,,,2,1,grams,,,,,,,,,,,
,Blueberry - Preroll 1g (2pk) [Phat Panda],Blueberry - Preroll 1g (2pk) [Phat Panda],true,,phat panda,,Blueberry,,Preroll,,,,,"2 x 0.5g Kief dusted/Panda Pen Oil Infused flower prerolls. Purple Thai x Afghan. (Flavors: Woody, Berry & Sour), (Effects: Drowsy, Happy & Euphoria)",,,,,,2,1,grams,,,,,,,,,,,
,Blue Dream - Preroll 1g (2pk) [Phat Panda],Blue Dream - Preroll 1g (2pk) [Phat Panda],true,,phat panda,,Blue Dream,,Preroll,,,,,"2 x 0.5g Kief dusted/Panda Pen Oil Infused flower prerolls.  Blueberry x Haze. (Flavors: Berry, Sweet & Earthy), (Effects: Energy & Focus)",,,,,,2,1,grams,,,,,,,,,,,
,Blue Slushie - Preroll 1g (2pk) [Phat Panda],Blue Slushie - Preroll 1g (2pk) [Phat Panda],true,,phat panda,,Blue Slushie,,Preroll,,,,,"2 x .5g Kief dusted/Panda Pens Oil Infused flower prerolls. Blue Cookies x Georgia Pie. (Flavors: Berry, Sweet & Blueberry), (Effects: Focus, Sociable & Happy)",,,,,,2,1,grams,,,,,,,,,,,
,Cenex Green Crack - Preroll 1g (2pk) [Phat Panda],Cenex Green Crack - Preroll 1g (2pk) [Phat Panda],true,,phat panda,,Cenex Green Crack,,Preroll,,,,,"2 x .5g Kief dusted/Panda Pens Oil Infused flower prerolls. Cinderella 99 x Vortex x Green Crack Panda Pen Oil (Flavors: Pine, Diesel & Woody), (Effects: Happy, Sociable & Giggly)",,,,,,2,1,grams,,,,,,,,,,,
,Cereal Milk - Preroll 1g (2pk) [Phat Panda],Cereal Milk - Preroll 1g (2pk) [Phat Panda],true,,phat panda,,Cereal Milk,,Preroll,,,,,"2 x 0.5g Kief dusted /Panda Pen Oil infused flower prerolls. Snowman x Y-life. (Flavors: Creamy, Nutty & Pine), (Effects: Calming, Focus & Relaxing)",,,,,,2,1,grams,,,,,,,,,,,
,Creamsicle - Preroll 1g (2pk) [Phat Panda],Creamsicle - Preroll 1g (2pk) [Phat Panda],true,,phat panda,,Creamsicle,,Preroll,,,,,"2 x 0.5g Kief dusted/Panda Pen Oil Infused flower prerolls. Orange Crush x Juicy Fruit. (Flavors: Orange, Sweet Cream & Earthy), (Effects: Creative & Uplifting)",,,,,,2,1,grams,,,,,,,,,,,
,Double Banana Cake - Preroll 1g (2pk) [Phat Panda],Double Banana Cake - Preroll 1g (2pk) [Phat Panda],true,,phat panda,,Double Banana Cake,,Preroll,,,,,"2 x 0.5g Kief dusted/Panda Pen Oil Infused flower prerolls. Banana OG x Wedding Cake (Flavors: Banana, Buttery & Sweet), (Effects: Uplifting, Happy & Calming)",,,,,,2,1,grams,,,,,,,,,,,
,Double Blue Dream - Preroll 1g (2pk) [Phat Panda],Double Blue Dream - Preroll 1g (2pk) [Phat Panda],true,,phat panda,,Double Blue Dream,,Preroll,,,,,"2 x .5g Kief dusted/Panda Pens Oil Infused flower prerolls. Blueberry x Haze (Flavors: Herbal, Vanilla & Sweet), (Effects: Creative, Euphoria & Happy)",,,,,,2,1,grams,,,,,,,,,,,
,Double Durban Diva - Preroll 1g (2pk) [Phat Panda],Double Durban Diva - Preroll 1g (2pk) [Phat Panda],true,,phat panda,,Double Durban Diva,,Preroll,,,,,"2 x 0.5g Kief dusted/Panda Pen Oil Infused flower prerolls. Grape Durbs x Trophy Wife. (Flavors: Sour, Sweet & Earthy), (Effects: Creative, Focus & Calming)",,,,,,2,1,grams,,,,,,,,,,,
,Double Dutch Treat - Preroll 1g (2pk) [Phat Panda],Double Dutch Treat - Preroll 1g (2pk) [Phat Panda],true,,phat panda,,Double Dutch Treat,,Preroll,,,,,"2 x 0.5g Kief dusted/Panda Pen Oil Infused flower prerolls. Tropicanna Cookies x Trophy Wife (Flavors: Pine, Sweet & Woody), (Effects: Pine, Sweet Fruity)",,,,,,2,1,grams,,,,,,,,,,,
,Forbidden Fruit - Preroll 1g (2pk) [Phat Panda],Forbidden Fruit - Preroll 1g (2pk) [Phat Panda],true,,phat panda,,Forbidden Fruit,,Preroll,,,,,"2 x 0.5g Kief dusted/Panda Pen Oil Infused flower prerolls. Cherry Pie x Tangie (Flavors: Citrus, Pine & Lemon), (Effects: Calming, Relaxing & Drowsy)",,,,,,2,1,grams,,,,,,,,,,,
,Forbidden OG Chem - Preroll 1g (2pk) [Phat Panda],Forbidden OG Chem - Preroll 1g (2pk) [Phat Panda],true,,phat panda,,Forbidden OG Chem,,Preroll,,,,,"2 x 0.5g Kief dusted/Panda Pen Oil Infused flower prerolls. (Cherry Pie x Tangie) x OG Chem Oil (Flavors: Lemon, Fruity & Pine), (Effects: Uplifting, Sociable & Hungry)",,,,,,2,1,grams,,,,,,,,,,,
,Forbidden Terpee Slurpee - Preroll 1g (2pk) [Phat Panda],Forbidden Terpee Slurpee - Preroll 1g (2pk) [Phat Panda],true,,phat panda,,Forbidden Terpee Slurpee,,Preroll,,,,,"2 x 0.5g Kief dusted/Panda Pen Oil Infused flower prerolls. (Forbidden Fruit x Terpee Slurpee Oil (Flavors: Citrus, Pine & Lemon), (Effects: Calming, Relaxing & Drowsy)",,,,,,2,1,grams,,,,,,,,,,,
,Forbidden Trophy Wife - Preroll 1g (2pk) [Phat Panda],Forbidden Trophy Wife - Preroll 1g (2pk) [Phat Panda],true,,phat panda,,Forbidden Trophy Wife,,Preroll,,,,,"2 x 0.5g Kief dusted/Panda Pen Oil Infused flower prerolls. Forbidden Fruit x Trophy Wife Oil (Flavors: Sweet, Pine & Woody), (Effects: Calming, Relaxing & Drowsy)",,,,,,2,1,grams,,,,,,,,,,,
,Fruit Punch - Preroll 1g (2pk) [Phat Panda],Fruit Punch - Preroll 1g (2pk) [Phat Panda],true,,phat panda,,Fruit Punch,,Preroll,,,,,"2 x 0.5g Kief dusted/Panda Pen Oil Infused flower prerolls. Fruit Punch Enriched  Botanical Terpenes -  (Flavors: Tropical Fruit & Citrus), (Effects: Sociable & Euphoria)",,,,,,2,1,grams,,,,,,,,,,,
,Green Crack - Preroll 1g (2pk) [Phat Panda],Green Crack - Preroll 1g (2pk) [Phat Panda],true,,phat panda,,Green Crack,,Preroll,,,,,"2 x 0.5g Kief dusted/Panda Pen Oil Infused flower prerolls. Skunk #1 x Unknown. (Flavors: Citrus, Pine & Tart), (Effects: Sociable, Focused & Creative)",,,,,,2,1,grams,,,,,,,,,,,
,Girl Scout Cookies - Preroll 1g (2pk) [Phat Panda],Girl Scout Cookies - Preroll 1g (2pk) [Phat Panda],true,,phat panda,,Girl Scout Cookies,,Preroll,,,,,"2 x 0.5g Kief dusted/Panda Pen Oil Infused flower prerolls. OG Kush x Durban Poison. (Flavors: Floral, Pine & Sweet), (Effects: Calm, Focused & Creative)",,,,,,2,1,grams,,,,,,,,,,,
,Good Ol' Fashion Blood Orange - Preroll 1g (2pk) [Phat Panda],Good Ol' Fashion Blood Orange - Preroll 1g (2pk) [Phat Panda],true,,phat panda,,Good Ol' Fashion Blood Orange,,Preroll,,,,,"2 x 0.5g Kief dusted/Panda Pen Oil Infused flower prerolls. (Terpee Slurpee x Trophy Wife) x Blood Orange Botanical Terpene Oil (Flavors: Citrus, Sweet & Earthy), (Effects: Happy, Relaxing & Euphoria)",,,,,,2,1,grams,,,,,,,,,,,
,Grand Daddy Purple Blackberry - Preroll 1g (2pk) [Phat Panda],Grand Daddy Purple Blackberry - Preroll 1g (2pk) [Phat Panda],true,,phat panda,,Grand Daddy Purple Blackberry,,Preroll,,,,,"2 x 0.5g Kief dusted/Panda Pen Oil Infused flower prerolls. (Big Bud x Purple Urkle) x Blackberry OG. (Flavors: Earthy, Creamy & Sweet). (Effects: Relaxing, Hungry & Calming)",,,,,,2,1,grams,,,,,,,,,,,
,Grand Daddy Purple - Preroll 1g (2pk) [Phat Panda],Grand Daddy Purple - Preroll 1g (2pk) [Phat Panda],true,,phat panda,,Grand Daddy Purple,,Preroll,,,,,"2 x 0.5g Kief dusted/Panda Pen Oil Infused flower prerolls. Big Bud x Purple Urkle (Flavors: Earthy, Creamy & Pine). (Effects: Relaxing, Hungry & Calming)",,,,,,2,1,grams,,,,,,,,,,,
,Gusherz - Preroll 1g (2pk) [Phat Panda],Gusherz - Preroll 1g (2pk) [Phat Panda],true,,phat panda,,Gusherz,,Preroll,,,,,"2 x 0.5g Kief dusted/Panda Pen Oil Infused flower prerolls. Gelato 41 x Triangle Kush. (Flavors: Berry, Pine & Sour), (Effects: Uplifting, Focus & Motivation)",,,,,,2,1,grams,,,,,,,,,,,
,Haterade Grand Daddy Purple - Preroll 1g (2pk) [Phat Panda],Haterade Grand Daddy Purple - Preroll 1g (2pk) [Phat Panda],true,,phat panda,,Haterade Grand Daddy Purple,,Preroll,,,,,"2 x 0.5g Kief dusted/Panda Pen Oil Infused flower prerolls. (Purple Punch x Grand Daddy Purple) x GDP Oil (Flavors: Grape, Nutty & Woody), (Effects: Relaxing, Mellow & Hungry)",,,,,,2,1,grams,,,,,,,,,,,
,Head Space Tangie - Preroll 1g (2pk) [Phat Panda],Head Space Tangie - Preroll 1g (2pk) [Phat Panda],true,,phat panda,,Head Space Tangie,,Preroll,,,,,"2 x 0.5g Kief dusted/Panda Pen Oil Infused flower prerolls. (Maui Wowie x Orange Zkittlez) x Tangie Botanical Terpene Oil (Flavors: Orange, Citrus & Pine), (Effects: Creative, Uplifting & Giggly)",,,,,,2,1,grams,,,,,,,,,,,
,Huckleberry - Preroll 1g (2pk) [Phat Panda],Huckleberry - Preroll 1g (2pk) [Phat Panda],true,,phat panda,,Huckleberry,,Preroll,,,,,"2 x 0.5g Kief dusted/Panda Pen Oil Infused flower prerolls. Huckleberry Botanical Terpene In-riched Oil (Flavors: Sweet, Berry & Vanilla), (Effects: Calming & Relaxing)",,,,,,2,1,grams,,,,,,,,,,,
,London Pound Cake - Preroll 1g (2pk) [Phat Panda],London Pound Cake - Preroll 1g (2pk) [Phat Panda],true,,phat panda,,London Pound Cake,,Preroll,,,,,"2 x 0.5g Kief dusted/Panda Pen Oil Infused prerolls. Sunset Sherbet x Unknown. (Flavors: Cake, Lemon & Vanilla), (Effects: Euphoric & Resting)",,,,,,2,1,grams,,,,,,,,,,,
,NYC Diesel - Preroll 1g (2pk) [Phat Panda],NYC Diesel - Preroll 1g (2pk) [Phat Panda],true,,phat panda,,NYC Diesel,,Preroll,,,,,"2 x 0.5g Kief dusted/Panda Pen Oil Infused flower prerolls. Sour Diesel x Afghani (Flavors: Sour, Creamy & Flowery), (Effects: Energetic, Calming, & Happy)",,,,,,2,1,grams,,,,,,,,,,,
,OG Chem Blueberry - Preroll 1g (2pk) [Phat Panda],OG Chem Blueberry - Preroll 1g (2pk) [Phat Panda],true,,phat panda,,OG Chem Blueberry,,Preroll,,,,,"2 x 0.5g Kief dusted/Panda Pen Oil Infused flower prerolls. (Chemdawg x OG Kush) x Blueberry Botanical Terpene Oil (Flavors: Pine, Blueberry & Gassy), (Effects: Creative, Sociable & Uplifting)",,,,,,2,1,grams,,,,,,,,,,,
,OG Chem Mango - Preroll 1g (2pk) [Phat Panda],OG Chem Mango - Preroll 1g (2pk) [Phat Panda],true,,phat panda,,OG Chem Mango,,Preroll,,,,,"2 x 0.5g Kief dusted/Panda Pen Oil Infused flower prerolls. (Chemdawg x OG Kush) x Mango Botanical Terpene Oil (Flavors: Mango Citrus, Pine & Woody), (Effects: Sociable, Uplifting & Creative)",,,,,,2,1,grams,,,,,,,,,,,
,OG Chem Passion Fruit - Preroll 1g (2pk) [Phat Panda],OG Chem Passion Fruit - Preroll 1g (2pk) [Phat Panda],true,,phat panda,,OG Chem Passion Fruit,,Preroll,,,,,"2 x 0.5g Kief dusted/Panda Pen Oil Infused flower prerolls. (Chemdawg x OG Kush) x Passion Fruit  Botanical Terpene Oil (Flavors: Pine, Passion Fruit & Gassy), (Effects: Creative, Sociable & Uplifting)",,,,,,2,1,grams,,,,,,,,,,,
,OG Chem Sour Diesel - Preroll 1g (2pk) [Phat Panda],OG Chem Sour Diesel - Preroll 1g (2pk) [Phat Panda],true,,phat panda,,OG Chem Sour Diesel,,Preroll,,,,,"2 x 0.5g Kief dusted/Panda Pen Oil Infused flower prerolls. (Chemdawg x OG Kush) x Sour Diesel Panda Pen Oil. (Flavors: Sour, Lemon & Woody), (Effects: Sociable, Giggly & Focused)",,,,,,2,1,grams,,,,,,,,,,,
,Original Glue - Preroll 1g (2pk) [Phat Panda],Original Glue - Preroll 1g (2pk) [Phat Panda],true,,phat panda,,Original Glue,,Preroll,,,,,"2 x 0.5g Kief dusted/Panda Pen Oil Infused flower prerolls. Chem's Sister x Sour Dubb x Chocolate Diesel. (Flavors: Pine, Nutty & Woody), (Effects: Hungry, Drowsy & Calming)",,,,,,2,1,grams,,,,,,,,,,,
,Passion Fruit - Preroll 1g (2pk) [Phat Panda],Passion Fruit - Preroll 1g (2pk) [Phat Panda],true,,phat panda,,Passion Fruit,,Preroll,,,,,"2 x 0.5g Kief dusted/Panda Pen Oil Infused flower prerolls. Burmese Kush x Grapefruit. (Flavors: Creamy, Citrus & Spicy), (Effects: Creative, Focus & Uplifting)",,,,,,2,1,grams,,,,,,,,,,,
,Peach Ringz - Preroll 1g (2pk) [Phat Panda],Peach Ringz - Preroll 1g (2pk) [Phat Panda],true,,phat panda,,Peach Ringz,,Preroll,,,,,"2 x 0.5g Kief dusted/Panda Pen Oil Infused flower prerolls. Marionberry x Eddy OG. (Flavors: Citrus, Sour & Skunky), (Effects: Drowsy, Relaxing & Hungry)",,,,,,2,1,grams,,,,,,,,,,,
,Pineapple Crack - Preroll 1g (2pk) [Phat Panda],Pineapple Crack - Preroll 1g (2pk) [Phat Panda],true,,phat panda,,Pineapple Crack,,Preroll,,,,,"2 x .5g Kief dusted/Panda Pens Oil Infused flower prerolls. Pineapple Express x Green Crack Panda Oil (Flavors: Sour, Pine & Sweet), (Effects: Focused, Sociable & Uplifting)",,,,,,2,1,grams,,,,,,,,,,,
,Pineapple Fruit Punch - Preroll 1g (2pk) [Phat Panda],Pineapple Fruit Punch - Preroll 1g (2pk) [Phat Panda],true,,phat panda,,Pineapple Fruit Punch,,Preroll,,,,,"2 x 0.5g Kief dusted/Panda Pen Oil Infused flower prerolls. Pineapple & Fruit Punch Botanical Terpenes Oil . (Flavors: Fruity, Citrus & Earthy), (Effects: Creative, Relaxing & Hungry)",,,,,,2,1,grams,,,,,,,,,,,
,Pineapple Jack - Preroll 1g (2pk) [Phat Panda],Pineapple Jack - Preroll 1g (2pk) [Phat Panda],true,,phat panda,,Pineapple Jack,,Preroll,,,,,"2 x .5g Kief dusted/Panda Pens Oil Infused flower prerolls. Pineapple Express x Jack Herer Panda Pen Oil (Flavors: Citrus, Lemon & Sour), (Effects: Creative, Sociable & Uplifting)",,,,,,2,1,grams,,,,,,,,,,,
,Pineapple Lemon - Preroll 1g (2pk) [Phat Panda],Pineapple Lemon - Preroll 1g (2pk) [Phat Panda],true,,phat panda,,Pineapple Lemon,,Preroll,,,,,"2 x .5g Kief dusted/Panda Pens Oil Infused flower prerolls. Pineapple Express x Lemon Botanical Terpene Oil. (Flavors: Lemon, Sour & Sweet), (Effects: Uplifting, Sociable & Giggly)",,,,,,2,1,grams,,,,,,,,,,,
,Pineapple Mango - Preroll 1g (2pk) [Phat Panda],Pineapple Mango - Preroll 1g (2pk) [Phat Panda],true,,phat panda,,Pineapple Mango,,Preroll,,,,,"2 x .5g Kief dusted/Panda Pens Oil Infused flower prerolls. Pineapple Express x Mango Botanical Terpene Oil. (Flavors: Citrus, Sweet & Earthy), (Effects: Relaxing, Creative & Focused)",,,,,,2,1,grams,,,,,,,,,,,
,Pineapple Pear Herer - Preroll 1g (2pk) [Phat Panda],Pineapple Pear Herer - Preroll 1g (2pk) [Phat Panda],true,,phat panda,,Pineapple Pear Herer,,Preroll,,,,,"2 x 0.5g Kief dusted/Panda Pen Oil Infused flower prerolls. Pineapple Express x Pear Herer Panda Pen Oil. (Flavors: Citrus, Sour & Woody), (Effects: Sociable, Creative & Uplifting)",,,,,,2,1,grams,,,,,,,,,,,
,Pineapple Raspberry - Preroll 1g (2pk) [Phat Panda],Pineapple Raspberry - Preroll 1g (2pk) [Phat Panda],true,,phat panda,,Pineapple Raspberry,,Preroll,,,,,"2 x 0.5g Kief dusted/Panda Pen Oil Infused flower prerolls. Pineapple & Raspberry Botanical Terpenes Oil . (Flavors: Berry, Citrus & Earthy), (Effects: Creative, Relaxing & Hungry)",,,,,,2,1,grams,,,,,,,,,,,
,Raspberry Golden Ticket - Preroll 1g (2pk) [Phat Panda],Raspberry Golden Ticket - Preroll 1g (2pk) [Phat Panda],true,,phat panda,,Raspberry Golden Ticket,,Preroll,,,,,"2 x 0.5g Kief dusted/Panda Pen Oil Infused flower prerolls. (Citral Spodie x Wonka Bars) x Raspberry Botanical Terpene Oil (Flavors: Berry, Herbal & Pine), (Effects: Creative, Sociable & Relaxing)",,,,,,2,1,grams,,,,,,,,,,,
,Raspberry Nitro Cake - Preroll 1g (2pk) [Phat Panda],Raspberry Nitro Cake - Preroll 1g (2pk) [Phat Panda],true,,phat panda,,Raspberry Nitro Cake,,Preroll,,,,,"2 x 0.5g Kief dusted/Panda Pen Oil Infused flower prerolls. (Ice Cream Cake x Weird Science) x Raspberry Botanical Terpene Oil (Flavors: Peppery, Woody & Creamy), (Effects: Giggly, Happy & Drowsy)",,,,,,2,1,grams,,,,,,,,,,,
,Redneck Runtz Raspberry - Preroll 1g (2pk) [Phat Panda],Redneck Runtz Raspberry - Preroll 1g (2pk) [Phat Panda],true,,phat panda,,Redneck Runtz Raspberry,,Preroll,,,,,"2 x 0.5g Kief dusted/Panda Pen Oil Infused flower prerolls.  (Nooner x Redcek Wedding) x Raspberry Botanical Terpene Oil  (Flavors: Coffee, Nutty & Berries), (Effects: Aroused, Giggly & Uplifting)",,,,,,2,1,grams,,,,,,,,,,,
,Raspberry Skywalker - Preroll 1g (2pk) [Phat Panda],Raspberry Skywalker - Preroll 1g (2pk) [Phat Panda],true,,phat panda,,Raspberry Skywalker,,Preroll,,,,,"2 x 0.5g Kief dusted/Panda Pen Oil Infused flower prerolls. (Blueberry x Mazar-I-Sharif) x Raspberry Botanical Terpene Oil (Flavors: Berry, Citrus & Earthy), (Effects: Relaxing & Uplifting)",,,,,,2,1,grams,,,,,,,,,,,
,Strawberry Ice Cream Man - Preroll 1g (2pk) [Phat Panda],Strawberry Ice Cream Man - Preroll 1g (2pk) [Phat Panda],true,,phat panda,,Strawberry Ice Cream Man,,Preroll,,,,,"2 x 0.5g Kief dusted/Panda Pen Oil Infused flower prerolls. (Nooner x Trophy Wife) x Strawberry Botanical Terpene Oil (Flavors: Strawberry, Earthy & Pine), (Effects: Giggly, Relaxing & Happy)",,,,,,2,1,grams,,,,,,,,,,,
